,id,image,ing,prediction
11,00487229e2,0785c8e8db.jpg,"pork,shrimp,star fruit,pork fillets,garlic cloves,fresh ginger",<start> active dry yeast warm degrees degrees salt <end>
12,005f68d357,0ffe5ee3a3.jpg,"Barilla Grain Penne,extra virgin olive oil,onion,diced,butternut squash,diced pieces,head radicchio,thin,Salt taste,Black pepper taste,cheese,grated",<start> pound lean beef onion chopped cloves garlic minced tomato paste salt pepper <end>
13,0074bcfaca,04323d83d2.jpg,"Turkey Sausage Regular Italian,Diced Tomatoes,Farfalle Pasta Your Favorite Type,Baby Spinach,Mozzarella,Parmesan Cheese",<start> boneless skinless chicken breast halves salt freshly black pepper grated parmesan cheese <end>
14,007a152af4,00f4b9517b.jpg,"banana,frozen,strawberries,rinsed sliced,blueberries,milk,vanilla extract,vanilla yogurt,ice cubes",<start> blueberries strawberries hulled <end>
15,007e6b852c,03e4835c82.jpg,"Dry Active Yeast,Packet,Warm Water degrees,Flour,Flour,Water",<start> condensed milk vanilla extract <end>
16,00811774b2,03aa8a11db.jpg,"sugar,butter,peppermint extract,vanilla extract,evaporated milk,chocolate chips",<start> chocolate cookie crumbs butter chocolate chips <end>
17,008cd484da,0054323c89.jpg,"sugar,cornstarch,salt,milk,lightly beaten egg yolks,butter,vanilla,bananas,sliced,crushed graham crackers back sprinkle on",<start> cream cheese softened sour cream <end>
18,008cd9f529,0d6c351ca0.jpg,"flour,walnuts,parmesan cheese,rosemary,garlic powder,olive oil,salt pepper,cube steaks",<start> pork chops salt freshly black pepper vegetable oil frying <end>
19,008fb67d06,005ccc85bb.jpg,"pints mango sorbet,sugar,water,basil leaves,pints vanilla ice cream,softened,egg whites,sugar,Finely grated zest limes,heavy cream,sugar,Finely grated zest lime,Diced mango basil leaves,garnish",<start> butter onion finely chopped celery finely chopped garlic cloves finely chopped red wine vinegar salt pepper <end>
20,0096f5c590,04555796e1.jpg,"eggs,water,flour,pinch salt,vegetables olive oil",<start> cream cheese softened ranch dressing mix grated parmesan cheese <end>
21,0099230fdd,00c12c9550.jpg,"water,salt,bread flour,dry milk powder,sugar,active dry yeast,pizza sauce,pepperoni sausage,chopped,shredded mozzarella cheese,butter,melted",<start> active dry yeast bread salt <end>
22,00a218fd73,0fcdfeef1d.jpg,"Egg,Heavy Cream,slices Deli Meat,Roughly Chopped,Baby Spinach,Briefly Chopped,Corn,Shredded Cheese Your Choice,Salt Pepper",<start> butter softened eggs milk vanilla extract salt <end>
23,00a22a3980,0050718840.jpg,"chicken wings,bottle Tabasco sauce your preferred bottled hot,butter margarine,barbecue sauce,cooking oil deep",<start> chicken wings salt pepper <end>
24,00a39a8659,0863842489.jpg,"shrimp,peeled,deveined Safeway thru,assorted vegetables,mushrooms,onions,pieces,Kraft Zesty Italian Dressing,chopped cilantro,grated lime zest,chili powder",<start> shrimp peeled deveined salt pepper <end>
25,00a44f9134,0cd6d781d9.jpg,"chicken stock,sea bass gray sole fillets,peanut oil,garlic cloves,minced,minced ginger,chopped scallion,shiitake mushrooms,stemmed sliced,soy sauce,rice vinegar,vietnamese fish sauce,cornstarch,sesame oil,chopped cilantro",<start> boneless skinless chicken breasts garlic cloves minced minced ginger root minced garlic minced chicken broth soy sauce rice wine vinegar tsp salt pepper <end>
26,00a85cda09,0080c11920.jpg,"firm tofu,grain Dijon mustard,vegetable oil,divided,onion,sliced,minced peeled ginger,bunch kale,stem from each leaf,leaves thinly crosswise,sweet potato about,peeled,halved lengthwise,thinly crosswise,lime juice",<start> slices bread kraft singles cheese slices oscar mayer deli turkey breast kraft singles target thru kraft singles target thru kraft singles target thru kraft singles target thru <end>
27,00c3e68bcd,00f4f2e1e6.jpg,"pounds Brussels sprouts,quarts water,kosher salt,sugar,Kikkoman Soy,olive oil,black pepper",<start> brussels sprouts trimmed thinly sliced kosher salt freshly black pepper <end>
28,00ddb05e9c,0bb5297530.jpg,"hash brown potatoes,thawed,butter,melted,cooked ham,chopped,shredded Cheddar cheese,chopped onion,chopped green bell pepper,eggs,milk,salt,ground black pepper",<start> lasagna noodles pound lean beef chopped onion chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped green onion chopped shredded cheddar cheese <end>
29,00df505617,005c50b601.jpg,"skinless,boneless chicken breasts,Italian seasoned bread crumbs,grated Parmesan cheese,salt,dried thyme,dried basil,butter,melted",<start> pound boneless skinless chicken breast halves salt black pepper <end>
30,010c31f865,07b1c7c160.jpg,"orange juice,squeezed Cara Cara Blood Oranges,vodka,liqueur,simple syrup",<start> orange juice lemon juice <end>
31,010c6576b9,0f997c0240.jpg,"homemade cornbread,cubed,homemade biscuits,cubed,butter,melted,celery,chopped,onion,chopped,eggs,well beaten,chicken stock,equal cornbread,poultry seasoning,taste,at least tsp,salt pepper,",<start> boneless skinless chicken breast halves salt pepper taste butter melted <end>
32,010e7c4dbc,032f0b28c7.jpg,"slices bacon,chopped,pounds skinless,boneless chicken breast halves,salt ground black pepper taste,cloves garlic,ground black pepper,wine,grated Parmesan cheese,eggs,gallon water,pound spaghetti,peas",<start> pound boneless skinless chicken breast halves butter garlic cloves minced dried oregano dried basil dried oregano dried basil dried oregano salt pepper <end>
33,0114cc8333,00d783bc50.jpg,"eggs,sugar,vegetable oil,unsweetened cocoa powder,vanilla extract,grated zucchini,flour,baking soda,baking powder,salt,ground cinnamon,ground nutmeg,ground cloves,ground cardamom",<start> butter softened eggs vanilla extract salt chocolate chips <end>
34,011a13d476,0189b94d48.jpg,"Extra Virgin Olive Oil,clove Garlic,Minced,Rosemary,Finely Chopped,Mozzarella,Shredded,Ricotta Cheese,Parmesan Cheese,ounces,weight Pillsbury Crescent Roll Dough",<start> active dry yeast warm milk butter melted salt <end>
35,011be57e54,03ba2f68fe.jpg,"Carrots,cloves Garlic,Olive Oil,ounces,weight Cream Cheese,,Chopped Rosemary,Chopped Parsley,Plus Garnish,Salt Pepper,",<start> butter softened eggs milk vanilla extract <end>
36,011c78d595,075062f017.jpg,"dried chipotle chiles,stemmed slit lengthwise,onion,slices,cider vinegar,garlic cloves,sliced,ketchup,salt,cumin,dark brown sugar,water",<start> red wine vinegar <end>
37,011e250b9d,01e00a92f3.jpg,"fingerling potato,garlic clove,minced,parsley,chopped,salt pepper,taste,vegetable oil,enough equal depth in skillet,butter",<start> boneless skinless chicken breast halves salt freshly black pepper taste butter pound mushrooms chopped onion chopped celery chopped parsley chopped parsley <end>
38,01214a81b3,00a2482e01.jpg,"Eggs,Milk,tsp vanilla extract,pinch allspice,Butter,dash Cinnamon",<start> salt active dry yeast <end>
39,012b10e9b5,07ab86480b.jpg,"sticks Butter,Baking Potato,Chopped,Carrots,Finely Diced,Onion,Finely Diced,stalks Celery,Finely Diced,Old Bay,Plus If Needed,Flour,Water,Chicken Stock,cans Chopped Clams In Their Juices,Heavy Cream",<start> butter onion chopped garlic cloves minced chicken broth chicken broth chicken broth heavy cream <end>
40,014a2e51f7,00d726cd00.jpg,"cube steaks,sea salt,black pepper,tomato sauce,mushrooms,basil,oregano,garlic,onion,finely diced,mozzarella cheese,parmesan cheese,oil",<start> uncooked elbow macaroni shredded sharp cheddar cheese grated parmesan cheese salt pepper <end>
41,014cea6cc2,00d0189e20.jpg,"flour tortillas,sour cream,chopped red onion",<start> butter softened eggs vanilla extract <end>
42,0157d5eac1,0055d06106.jpg,"basil leaves,olive oil,grated Parmesan cheese,pine nuts,cloves garlic,crushed,salt,dash nutmeg",<start> onion chopped cloves garlic minced chicken broth soy sauce <end>
43,0161e471d0,0e5b9ab6ca.jpg,"chopped smoked bacon,onion,chopped,peas,container mascarpone cheese,pasta,I spaghetti,grated parmesan cheese,olive oil,extra virgin,chorizo",<start> butter onion chopped garlic cloves minced chicken broth salt pepper <end>
44,01680dde21,00791d71f0.jpg,"flour sift,baking powder,salt,milk low,sugar,water,melted butter,shredded cheddar cheese,chopped onion",<start> packages active dry yeast warm milk salt <end>
45,016daca2b4,00683e7e66.jpg,"egg,flour,buttermilk,sugar,vegetable oil,baking powder,baking soda,margarine",<start> active dry yeast <end>
46,016f62b243,0065789a65.jpg,"ounces,weight Unsalted Butter,Vanilla Extract,Brown Sugar,Firmly Packed,Eggs,Golden Maple Syrup,Flour,Ground Cinnamon,Milk,Brown Sugar,Water,Salt,cans Sweetened Condensed Milk,Icing Sugar,pounds,ounces,weight Copha Vegetable Shortening,pounds,ounces,weight Unsalted Butter,Vanilla Essence,pounds,ounces,weight Icing Sugar,Meringue Powder,Water,Premade Caramel Corn",<start> ounces weight butter softened vanilla extract almond extract <end>
47,017452624d,04ce282711.jpg,"pounds pears,cored,sugar,grated orange zest,ground nutmeg,orange juice",<start> pound lean beef onion chopped garlic cloves minced tomato paste salt black pepper <end>
48,01753414a8,0f38458f38.jpg,"potatoes,washed,slices hickory smoked bacon,olive oil,cilantro,chopped,salt pepper,",<start> potatoes peeled sliced garlic clove minced salt pepper <end>
49,0175844f88,016ff68a20.jpg,"slices bacon,mayonnaise,red wine vinegar,sugar,celery seed,bag coleslaw mix,green onion,chopped",<start> uncooked rice uncooked rice uncooked rice uncooked rice uncooked rice uncooked rice uncooked rice uncooked rice vinegar salt pepper <end>
50,017c5c9bee,00de2e1ddf.jpg,"olive oil,pancetta,garlic clove,crushed,onion,finely sliced,cannellini beans,chopped tomatoes,sprigs rosemary,cooked chorizo sausage,pieces,chopped flat leaf parsley,sliced bread,toasted,serve",<start> onion diced cloves garlic minced salt pepper <end>
51,018423d722,093f27ffe2.jpg,"butter,eggs,milk,flour,salt,ground black pepper,baking powder,minced garlic,chopped mushrooms,onion,chopped,shredded Cheddar cheese,chopped spinach,thawed drained",<start> butter softened eggs vanilla extract salt chocolate chips <end>
52,018ec6b213,0c986950b6.jpg,"eggplant,peeled,Cooking spray,salt,divided,freshly ground black pepper,divided,chopped fennel bulb,finely chopped yellow onion,trimmed arugula,balsamic vinegar,extravirgin olive oil,cherry tomatoes,crumbled goat cheese,chopped basil,chopped thyme",<start> red onion chopped cloves garlic minced chopped basil chopped parsley chopped basil chopped parsley chopped basil chopped parsley chopped basil chopped parsley chopped basil chopped parsley <end>
53,0190afc65e,02f04a8547.jpg,"cream cheese,softened,jar marshmallow cream",<start> cream cheese softened vanilla pudding mix container whipped topping thawed cool whip whipped topping <end>
54,0191bc8ae8,03b423e543.jpg,"rice,water,chicken breasts,diced,oil cooking spray a healthier,packet fajita seasoning mix,water,onion,diced,green bell pepper,diced,corn,garlic cloves,crushed,mild salsa,grated cheese,nacho chips produce",<start> chicken breasts cooked chicken breasts cooked rice chicken bouillon cubes chicken bouillon cube chicken bouillon granules <end>
55,019597183c,0f46c45392.jpg,"olive oil,garlic cloves,minced,red chile,desseded finely chopped,chopped tomatoes,anchovies in oil,spaghetti,pitted black olives,drained sliced,capers,drained,basil leaves,shredded,plus extra,basil leaves,",<start> spaghetti spaghetti sauce garlic clove minced garlic minced dried oregano salt pepper <end>
56,01963e9353,00a06d4959.jpg,"ham,diced,potatoes,sliced,chopped onion,pepper,salt,cheddar cheese,grated,cream celery soup",<start> shrimp peeled deveined shrimp peeled deveined salt pepper <end>
57,0198715c4a,05d5c229c4.jpg,"egg whites,room temperature,vanilla extract,cream tartar,cornstarch,sugar,sifted,finely chopped cashew nuts",<start> butter softened eggs vanilla extract chocolate chips <end>
58,019be34132,00f855fb54.jpg,"sticks Butter,Pineapple Tidbits In Juice Light Syrup,jar Maraschino Cherries,Upside Down Cake,Additional Required Ingredients Specified In Water,Eggs,Brown Sugar,Flour,tub Whipped Cream",<start> slices bacon bacon crumbled feta cheese parmesan cheese grated parmesan cheese <end>
59,01aa8b8982,05799d097f.jpg,"multigrain bread,pound ground buffalo meat,onion,diced,egg,lightly beaten,mustard powder,diced tomatoes,drained,salt,dash ground black pepper,ketchup",<start> pound lean beef onion chopped cloves garlic minced beef broth tomato paste dried oregano dried basil dried oregano salt pepper <end>
60,01bf89e8bf,00ee773e8c.jpg,"Pepperidge Farm stuffing,dry cubes use onion,ground beef,egg,lightly beaten,water,parmesan cheese,grated,Worcestershire sauce sauce if you have access,Italian seasoned breadcrumbs,dried onion flakes Tastefully Simple Onion Onion if you have,mushrooms,sliced,green pepper,diced,four cheese pasta sauce use in a,tomato sauce",<start> cream cheese softened butter softened vanilla extract <end>
61,01cb33d538,069be68049.jpg,"green onions,chopped,stalk celery,chopped,butter,melted,pink salmon,drained,egg,lightly beaten,mayonnaise,lemon juice,dash salt,dash ground red pepper,dash seasoning,flour,butter,melted,mushrooms,whole,garlic clove,minced,butter,flour,,chablis other dry,soy sauce,seasoning",<start> boneless skinless chicken breasts condensed cream mushroom soup condensed cream mushroom soup milk <end>
62,01ce90c00b,07cf9faa6e.jpg,"honey,applesauce,margarine reduced calorie,each egg whites,vanilla extract,flour,,oats,quick cooking,baking powder,baking soda,chocolate chips",<start> butter softened brown granulated eggs vanilla extract chocolate chips <end>
63,01cf7fa1b5,000121a949.jpg,"asparagus spears,chunks,penne pasta,wheat use,ricotta,lemon juice,pasta water,reserved,salmon fillets,cooked flaked,salt pepper,",<start> pound boneless skinless chicken breast halves salt pepper taste garlic cloves crushed red pepper flakes chicken broth cooked chicken breasts cooked chicken breasts <end>
64,01cfc98c75,008819ae69.jpg,"Milk,Shortening,pounds Butter,Unsalted,Room Temperature,Flour,packages Yeast,Packets,Salt,Sugar,Egg Yolks,Beaten,Almond Extract,Confectioners Sugar,Milk,dash Almond Extract",<start> active dry yeast <end>
65,01dc323e2e,0a8dab6a89.jpg,"unsweetened baking chocolate,unsalted butter,milk,heavy whipping cream,granulated sugar,vanilla extract",<start> unsweetened cocoa powder milk vanilla extract <end>
66,01e467a20c,0b3efc8539.jpg,"Orange,Limes,Thick Pork Chops,Salt Ground Pepper,Olive Oil",<start> salt black pepper garlic powder onion powder red pepper flakes <end>
67,01e8208faf,006b58db86.jpg,"Flour,Wheat Pastry Flour,Baking Powder,Kosher Salt,Baking Soda,Granulated Sugar,Light Brown Sugar,Packed,Canola Oil,Eggs,Natural Unsweetened Applesauce,Plain Yogurt,Buttermilk,Vanilla Extract,Finely Grated Lemon Zest,Old Fashioned Rolled Oats,Blueberries",<start> wheat pastry salt egg whites <end>
68,01efe314f6,0edda7d9ce.jpg,"Miracle Whip,hot pepper sauce,tuna,drained,flaked,flour tortillas,lettuce,shredded,cucumber,strips",<start> head romaine lettuce torn romaine lettuce tomatoes thinly sliced red onion thinly sliced red wine vinegar <end>
69,01f6030288,0723f6d740.jpg,"pound salmon,skin fat removed,in about dice,finely diced ginger,chopped scallions,salt,table grind pepper,egg,beaten,crushed panko breadcrumbs,Vegetable oil,greasing,Curry Mayo Sauce,serving,recipe follows,Hamburger buns,buttered toasted,Asian Slaw,serving,recipe follows,mayonnaise,Thai curry paste,salt,cayenne pepper,Juice limes,rice wine vinegar,ponzu sauce,sugar,salt,Pinch black pepper,Juice limes,seedless cucumbers,peeled,seeded julienned,red bell pepper,julienned,head green cabbage,shredded,head red cabbage,shredded",<start> pounds beef onion chopped garlic cloves crushed red pepper flakes salt pepper <end>
70,0204f8c18a,001e1c901d.jpg,"French fries,vegetable oil as needed,pound beef tri tip,inch thick,salt pepper taste,onion,strips,tomatoes,peeled,seeded,strips,yellow chili pepper Peruvian aji,distilled vinegar,dash soy sauce taste,chopped parsley",<start> boneless skinless chicken breast halves salt black pepper taste garlic cloves minced dried thyme dried basil dried oregano dried basil dried marjoram dried basil dried marjoram dried parsley <end>
71,020b12d432,0031aded46.jpg,"glugs extra virgin olive oil,onion,finely chopped,pork mince,pearl barley,spinach,roughly chopped,litre meat,,bunch flatleaf parsley,finely chopped including stalks,pinch salt freshly ground black pepper,pinch saffron strands",<start> quinoa rinsed drained chopped onion finely chopped garlic clove finely chopped finely chopped parsley finely chopped lemon juice lemon juice salt pepper <end>
72,0217e62bc4,01742dee67.jpg,"Granulated Sugar,Brown Sugar,Milk,Creamy Peanut Butter,tsp Vanilla Extract",<start> butter softened vanilla extract <end>
73,0218f7ea31,0f396164da.jpg,"dark chocolate cake mix,butter margarine,softened,eggs,sweetened condensed milk,coconut,divided,chopped nuts,vanilla",<start> salt butter softened vanilla extract <end>
74,022372f609,00835065d9.jpg,"slices bacon,margarine,flour,milk,baked potatoes,peeled cubed,green onions,chopped,shredded Cheddar cheese,sour cream,salt,ground black pepper",<start> salt shortening eggs milk vanilla extract <end>
75,0226145069,043c0f6331.jpg,"sugar,butter,graham cracker crumbs,black cherry not follow,cream cheese softened,tsp vanilla extract,pineapple drained,container cool whip,boiling water",<start> salt unsalted butter softened eggs vanilla extract <end>
76,02261f7f0b,059a3dfdf4.jpg,"fluid hot brewed coffee,fluid coffee liqueur,fluid tequila rose cocoa,brown sugar,whipped cream,cocoa powder,coffee beans",<start> coffee hot coffee cocoa powder whipped cream <end>
77,022a2181b9,0afbf096fc.jpg,"canola oil,finely chopped onions,garlic clove,minced,cherry flavored cola,ketchup,cider vinegar,Worcestershire sauce,chili powder,dark brown sugar,sweet paprika,salt,ground cumin,skinless boneless,chicken breast",<start> beef onion chopped garlic clove minced tomato paste dried oregano dried oregano dried oregano dried basil dried oregano dried basil dried oregano bay leaf <end>
78,022e328fd3,0e9db2cbc9.jpg,"milk,applesauce,pumpkin,egg whites,flour,baking powder,salt,granulated sugar,brown sugar,cinnamon,nutmeg,allspice,ginger",<start> butter softened eggs vanilla extract salt <end>
79,02301a797c,0507e23b1b.jpg,"cake flour,sugar,baking powder,salt,shortening,milk,vanilla extract,egg whites",<start> cream cheese softened vanilla extract <end>
80,023d86cf1f,076983f67f.jpg,"extra lean ground beef King thru,chopped onions King thru,red pepper,chopped,carrots,shredded Target thru,Kraft Original BBQ Sauce,shredded Cracker Barrel Light Cheddar Cheese,wheat hamburger buns,split,toasted",<start> salt butter softened brown packed eggs vanilla extract chocolate chips <end>
81,023df4a124,00414704b8.jpg,"slices cooked crispy bacon crumbled also chop bacon up raw cook it that way as,green onions chopped,Cheddar cheese,shredded parmesan,eggs,Bisquick,unsalted butter,boiling water,half,tsp cayenne pepper another if you like it,tsp salt",<start> salt unsalted butter melted <end>
82,024798f1fc,0c5b0b909e.jpg,"Carrots,Red Onion,ounces,fluid Water,ounces,fluid Chicken Broth,pounds Dry Split Peas,pounds Ham Steak,Black Pepper",<start> onion finely chopped carrot finely chopped celery finely chopped celery finely chopped garlic cloves finely chopped green pepper finely chopped celery finely chopped garlic cloves finely chopped finely chopped celery finely chopped chicken broth chicken stock vegetable stock salt pepper <end>
83,0249909d2e,0e8441913a.jpg,"sugar,water,crushed pineapple,drained,coconut milk,lime juice",<start> cream cheese softened vanilla extract <end>
84,024c0ca165,03bd64de09.jpg,"chopped spinach,thawed squeezed dry,eggs,beaten,corn,sour cream,margarine,melted,corn muffin",<start> butter softened eggs vanilla extract <end>
85,024fb71c2e,01fa1a05d4.jpg,"Baby Back Rib Slab,Smoked Beef Sausage Link,andouille sausage dry,Brown Sugar,Green Chilie Powder,tsp Granulated Garlic Powder,Granulated Onion Powder,tsp Cayenne Pepper,Chilie Powder,tsp Rubbed Dried Thyme,Granulated Salt,tsp Season Salt,tsp Cumin,Wine,Minced Garlic,Your Reserved Dry Rub,loaf Warm French Bread,Tinfoil,Knife,Set Tongs",<start> boneless skinless chicken breast halves salt pepper garlic powder paprika <end>
86,024ff22234,018b41f520.jpg,"pad thai rice noodles,vegetable oil,egg,room temperature,shrimp,peeled,deveined,slices pressed tofu,sweet preserved shredded radish,rinsed,chopped pieces,bean sprouts,tamarind water,plus tamarind paste mixed with plus water,Thai fish sauce,simple syrup,preferably made with palm sugar,garlic chives,pieces,ground dried Thai chiles,divided,crushed roasted,unsalted peanuts,divided,lime wedges",<start> boneless skinless chicken breasts condensed cream mushroom soup condensed cream mushroom soup sour cream <end>
87,02536e8443,09e568b364.jpg,"Lemon Butter,wine,lemon juice,heavy cream,butter,chilled,salt pepper taste,Chicken,pound dry farfalle pasta,skinless,boneless chicken breast pounded inch thickness,olive oil,butter,flour,salt pepper taste,bacon,mushrooms,sliced,artichoke hearts,drained halved,capers,drained,chopped parsley garnish",<start> pound boneless skinless chicken breast halves pieces salt black pepper taste chicken broth milk butter melted <end>
88,025407a64c,001ddc99e6.jpg,"skinless chicken breasts,egg whites,plain flour,dry breadcrumbs,canola oil,butter margarine,plain flour,milk,cheddar cheese edam cheese,grated,chopped parsley chopped paprika",<start> butter softened brown eggs vanilla extract salt chocolate chips <end>
89,0259f46be5,008135b6d2.jpg,"kidney bean,pork beans,bacon,tomato sauce,onions,sliced,brown sugar,vinegar,prepared mustard,salt,pepper",<start> onion finely chopped cloves garlic minced salt pepper <end>
90,025dcc0268,023053aff1.jpg,"ground turkey,egg,rolled oats plain oatmeal,pulsed in blender food processor until coarse,onion,green bell pepper,Worcestershire,ketchup BBQ sauce,divided in half,salt pepper",<start> packages cream cheese softened vanilla extract <end>
91,0268992340,005994b36f.jpg,"cantaloupe peeled,seeded cubed,gin,ice cubes,sugar,",<start> orange juice lemon juice lemon juice <end>
92,026e8a3a22,0002b10606.jpg,"flour,sugar,baking powder,baking soda,salt,unsalted butter,frozen,raisins dried,sour cream,egg",<start> cream cheese softened vanilla extract <end>
93,026f49964f,0ffe4a05cb.jpg,"lollipop wooden craft,tart apples,washed,dried,stems removed,caramels,water,NESTLE BUTTERFINGER Bites Candy,chopped",<start> pound lean beef onion chopped garlic cloves minced tomato paste dried basil dried oregano salt pepper <end>
94,0276b3dccd,0cf43265b1.jpg,"boneless skinless chicken breasts,ears corn on cob,onion,lengthwise wedges,red pepper,lengthwise,KRAFT Lite Zesty Italian Dressing,divided,KRAFT Grated Parmesan Cheese",<start> boneless skinless chicken breasts butter melted philadelphia cream cheese softened kraft grated parmesan cheese <end>
95,027af7b52a,07083eb7fc.jpg,"butter olive oil,onion,chopped,long grain rice,per person,I use,chicken stock,from cube fine,bay leaf,pinch salt pepper,butter margarine",<start> butter onion chopped garlic cloves minced chicken broth chicken broth chicken stock salt pepper <end>
96,027b1c757b,0e48ac1297.jpg,"unsweetened blackberries,thawed,creme de cassis,bottle champagne,chilled",<start> lemon juice <unk> <unk> <unk> <unk> <unk> <end>
97,027c6dc089,012bc546b1.jpg,"tub COOL WHIP Whipped Topping not,Chocolate,broken",<start> chocolate cake mix instant chocolate pudding mix instant pudding pudding mix cool whip whipped topping <end>
98,02817b4586,00a8760cc7.jpg,",shortening,sugar,eggs,room temperature,butter flavored extract,red food coloring,unsweetened cocoa powder,buttermilk,room temperature,salt,sifted flour,vinegar,baking soda,Cream Cheese,butter,room temperature,cream cheese,room temperature,sugar,sifted,vanilla extract",<start> butter softened eggs vanilla extract salt chocolate chips <end>
99,0289c8bbc9,008079f907.jpg,"cornmeal,flour,salt,baking powder,eggs,margarine,melted,buttermilk,corn oil",<start> salt butter softened eggs vanilla extract <end>
100,028c03affc,007f224915.jpg,"filtered water,freshly ground coffee a Breakfast,sprig lavender flowers dried lavender flowers,vanilla sugar,cream cream,soy milk,",<start> lemon juice lemon juice <end>
101,028c820575,071c7e3dd9.jpg,"cucumbers,sour cream,apple cider vinegar,sugar,snipped chives,salt pepper",<start> pound boneless skinless chicken breast halves salt freshly black pepper <end>
102,0294e9e9ad,07512ef670.jpg,"chicken breasts,mixed vegetables,cream chicken,pie shell,chicken broth",<start> salt shortening egg <end>
103,02970d6cdf,0773c91375.jpg,"instant coffee powder use Nescafe,skim milk,water,cinnamon",<start> instant coffee cocoa powder milk vanilla extract <end>
104,029878a894,0084fe14d8.jpg,"pie crust,apples,cored,peeled thinly sliced,grand marnier orange liqueur,orange,zest of,granulated sugar,heavy cream,egg,additional egg yolk,pure vanilla extract,cinnamon,butter,",<start> butter softened brown packed eggs vanilla extract salt butter melted <end>
105,02a526e9e7,0cbf611ad0.jpg,"cubed peeled cantaloupe,lime juice,agave nectar,salt",<start> lemon juice lemon juice lemon juice lemon juice <end>
106,02be4f84c6,0042336927.jpg,"sweet potatoes,French fries,water,Italian seasoning,lemon pepper,pinch salt pepper taste,olive oil",<start> butter softened brown vanilla extract salt chocolate chips <end>
107,02c0404311,01dde2733b.jpg,"freshly grated horseradish,egg,at room temperature,Dijon mustard,vegetable oil,wine vinegar,kosher salt",<start> butter softened eggs vanilla extract salt <end>
108,02cf02ed70,00993016a6.jpg,"flour,baking soda,salt,butter,brown sugar,eggs,beaten,mashed very overripe bananas",<start> unsweetened cocoa powder salt butter eggs vanilla extract chocolate chips <end>
109,02d3e63790,006d1b5d27.jpg,"strawberry ice cream,carbonated beverage",<start> ice cream <end>
110,02d602bf05,009097a280.jpg,"butter,red onion,diced,minced garlic,plain lowfat yogurt,salt,black pepper,cayenne pepper,mustard powder,garlic powder,horseradish,chopped parsley,chopped cilantro,Worcestershire sauce,soy sauce,hot sauce,pounds lean ground beef",<start> slices bacon cooked crumbled feta cheese crumbled feta cheese chopped chives <end>
111,02d991e686,04886c17fa.jpg,"active dry yeast,sugar,flour,water,warm water,flour,salt,sugar,vegetable oil,baking powder",<start> butter margarine softened cream cheese softened vanilla extract <end>
